old	new
TRNAU1AP	TRNAU1AP
SNHG12	SNHG12
SNORD99	SNORD99
SNORA61	SNORA61
SNORA44	SNORA44
SNORA16A	SNORA16A
TAF12	TAF12
RAB42	RAB42
RP11-442N24__B.1	RP11-442N24__B.1
RNU11	RNU11
GMEB1	GMEB1
SCARNA24	SCARNA24
YTHDF2	YTHDF2
OPRD1	OPRD1
RP1-212P9.3	RP1-212P9.3
EPB41	EPB41
RP4-604A21.1	RP4-604A21.1
Metazoa_SRP	Metazoa_SRP
TMEM200B	TMEM200B
RP11-242O24.3	RP11-242O24.3
SRSF4	SRSF4
uc_338	uc_338
MECR	MECR
RP11-467D18.2	RP11-467D18.2
PTPRU	PTPRU
RP3-437I16.1	RP3-437I16.1
RP11-810H18.1	RP11-810H18.1
RP4-656G21.1	RP4-656G21.1
RP11-179G8.1	RP11-179G8.1
RP11-111I12.1	RP11-111I12.1
RP5-893G23.1	RP5-893G23.1
RP3-357I16.1	RP3-357I16.1
RP4-591L5.1	RP4-591L5.1
RP4-591L5.2	RP4-591L5.2
MATN1	MATN1
MATN1-AS1	MATN1-AS1
LAPTM5	LAPTM5
MIR4420	MIR4420
RP5-1125N11.1	RP5-1125N11.1
RP5-1125N11.2	RP5-1125N11.2
RN7SKP91	RN7SKP91
RP1-65J11.5	RP1-65J11.5
SDC3	SDC3
RN7SL371P	RN7SL371P
PUM1	PUM1
RP11-201O14.1	RP11-201O14.1
RP11-201O14.2	RP11-201O14.2
SEPW1P	SELENOWP1
RP11-490K7.1	RP11-490K7.1
NKAIN1	NKAIN1
SNRNP40	SNRNP40
RP11-490K7.4	RP11-490K7.4
ZCCHC17	ZCCHC17
RP11-266K22.2	RP11-266K22.2
FABP3	FABP3
SERINC2	SERINC2
RP11-439L8.2	RP11-439L8.2
RNU6-40P	RNU6-40P
LINC01225	LINC01225
RP11-73M7.1	RP11-73M7.1
TINAGL1	TINAGL1
HCRTR1	HCRTR1
PEF1	PEF1
RP11-73M7.6	RP11-73M7.6
RP11-73M7.9	RP11-73M7.9
COL16A1	COL16A1
ADGRB2	ADGRB2
MIR4254	MIR4254
RP11-84A19.3	RP11-84A19.3
SPOCD1	SPOCD1
RP11-84A19.2	RP11-84A19.2
RP11-84A19.4	RP11-84A19.4
PTP4A2	PTP4A2
RP4-534N18.2	RP4-534N18.2
KHDRBS1	KHDRBS1
RP11-277A4.4	RP11-277A4.4
TMEM39B	TMEM39B
MIR5585	MIR5585
KPNA6	KPNA6
RP4-622L5.2	RP4-622L5.2
TXLNA	TXLNA
CCDC28B	CCDC28B
RP4-622L5.7	RP4-622L5.7
IQCC	IQCC
DCDC2B	DCDC2B
TMEM234	TMEM234
EIF3I	EIF3I
MTMR9LP	MTMR9LP
FAM167B	FAM167B
LCK	LCK
HDAC1	HDAC1
MARCKSL1	MARCKSL1
RP4-811H24.9	RP4-811H24.9
TSSK3	TSSK3
FAM229A	FAM229A
BSDC1	BSDC1
GAPDHP20	GAPDHP20
RP11-395N6.4	RP11-395N6.4
LRRC37A12P	LRRC37A12P
RN7SL122P	RN7SL122P
RP1-27O5.3	RP1-27O5.3
ZBTB8B	ZBTB8B
ZBTB8A	ZBTB8A
ZBTB8OS	ZBTB8OS
RBBP4	RBBP4
SYNC	SYNC
RP11-114B7.6	RP11-114B7.6
KIAA1522	KIAA1522
YARS	YARS
S100PBP	S100PBP
FNDC5	FNDC5
HPCA	HPCA
TMEM54	TMEM54
RNF19B	RNF19B
RP5-1174N9.2	RP5-1174N9.2
RP4-803A2.1	RP4-803A2.1
RP4-803A2.2	RP4-803A2.2
RP1-117O3.2	RP1-117O3.2
AK2	AK2
AZIN2	AZIN2
RP11-131M11.2	RP11-131M11.2
TRIM62	TRIM62
RP11-131M11.3	RP11-131M11.3
ZNF362	ZNF362
RP11-415J8.7	RP11-415J8.7
A3GALT2	A3GALT2
RP11-415J8.3	RP11-415J8.3
PHC2	PHC2
RN7SKP16	RN7SKP16
RP11-415J8.5	RP11-415J8.5
TLR12P	TLR12P
ZSCAN20	ZSCAN20
RP4-580O19.2	RP4-580O19.2
CSMD2	CSMD2
HSPD1P14	HSPD1P14
HMGB4	HMGB4
CSMD2-AS1	CSMD2-AS1
RNA5SP42	RNA5SP42
C1orf94	C1orf94
RP4-657M3.2	RP4-657M3.2
MIR552	MIR552
SMIM12	SMIM12
GJB5	GJB5
GJB4	GJB4
RP1-34M23.5	RP1-34M23.5
GJB3	GJB3
GJA4	GJA4
RP5-997D16.2	RP5-997D16.2
DLGAP3	DLGAP3
RP11-244H3.1	RP11-244H3.1
RP11-244H3.4	RP11-244H3.4
TMEM35B	TMEM35B
ZMYM6	ZMYM6
RPL12P45	RPL12P45
ZMYM1	ZMYM1
EFCAB14P1	EFCAB14P1
SFPQ	SFPQ
ZMYM4	ZMYM4
RN7SL503P	RN7SL503P
SNORA62	SNORA62
RPL5P4	RPL5P4
ZMYM4-AS1	ZMYM4-AS1
KIAA0319L	KIAA0319L
RP4-728D4.3	RP4-728D4.3
NCDN	NCDN
RP4-728D4.2	RP4-728D4.2
TFAP2E	TFAP2E
PSMB2	PSMB2
C1orf216	C1orf216
CLSPN	CLSPN
RP11-435D7.3	RP11-435D7.3
AGO4	AGO4
AGO1	AGO1
RP4-789D17.4	RP4-789D17.4
RP4-789D17.5	RP4-789D17.5
AGO3	AGO3
RP4-665N4.8	RP4-665N4.8
RP4-665N4.4	RP4-665N4.4
TEKT2	TEKT2
ADPRHL2	ADPRHL2
COL8A2	COL8A2
TRAPPC3	TRAPPC3
MAP7D1	MAP7D1
RN7SL131P	RN7SL131P
THRAP3	THRAP3
UBE2V2P4	UBE2V2P4
SH3D21	SH3D21
EVA1B	EVA1B
RP11-268J15.5	RP11-268J15.5
STK40	STK40
LSM10	LSM10
RNU4-27P	RNU4-27P
OSCP1	OSCP1
SNORA63	SNORA63
MRPS15	MRPS15
CSF3R	CSF3R
FTLP18	FTLP18
RP4-614N24.1	RP4-614N24.1
GRIK3	GRIK3
MIR4255	MIR4255
RNU6-636P	RNU6-636P
RP5-1180C18.1	RP5-1180C18.1
RNA5SP43	RNA5SP43
RPS29P6	RPS29P6
LINC01137	LINC01137
ZC3H12A	ZC3H12A
MEAF6	MEAF6
MIR5581	MIR5581
SNIP1	SNIP1
FTH1P1	FTH1P1
RP3-423B22.5	RP3-423B22.5
DNALI1	DNALI1
GNL2	GNL2
RSPO1	RSPO1
C1orf109	C1orf109
CDCA8	CDCA8
EPHA10	EPHA10
ACTN4P2	ACTN4P2
RP11-109P14.2	RP11-109P14.2
MANEAL	MANEAL
RP11-109P14.9	RP11-109P14.9
YRDC	YRDC
C1orf122	C1orf122
MTF1	MTF1
RP11-109P14.8	RP11-109P14.8
RP11-109P14.10	RP11-109P14.10
INPP5B	INPP5B
RNU6-584P	RNU6-584P
SF3A3	SF3A3
RNU6-510P	RNU6-510P
FHL3	FHL3
UTP11	UTP11
POU3F1	POU3F1
RP5-884C9.2	RP5-884C9.2
RP5-884C9.3	RP5-884C9.3
MIR3659	MIR3659
LINC01343	LINC01343
RP11-329N22.2	RP11-329N22.2
RNU6-753P	RNU6-753P
RP11-329N22.1	RP11-329N22.1
RP11-334L9.1	RP11-334L9.1
RRAGC	RRAGC
RP5-864K19.7	RP5-864K19.7
RP5-864K19.4	RP5-864K19.4
MYCBP	MYCBP
RP5-864K19.6	RP5-864K19.6
GJA9	GJA9
RHBDL2	RHBDL2
RNU6-605P	RNU6-605P
EIF1P2	EIF1P2
AKIRIN1	AKIRIN1
NDUFS5	NDUFS5
MACF1	MACF1
RNU6-608P	RNU6-608P
RNA5SP44	RNA5SP44
RP11-416A14.1	RP11-416A14.1
RP11-420K8.1	RP11-420K8.1
HSPE1P8	HSPE1P8
BMP8A	BMP8A
OXCT2P1	OXCT2P1
RP11-69E11.4	RP11-69E11.4
PPIEL	PPIEL
PABPC4	PABPC4
RP11-69E11.8	RP11-69E11.8
SNORA55	SNORA55
HEYL	HEYL
RP1-144F13.3	RP1-144F13.3
NT5C1A	NT5C1A
HPCAL4	HPCAL4
PPIE	PPIE
RP1-144F13.4	RP1-144F13.4
RNU7-121P	RNU7-121P
BMP8B	BMP8B
OXCT2	OXCT2
RP1-118J21.25	RP1-118J21.25
RP1-118J21.24	RP1-118J21.24
TRIT1	TRIT1
MYCL	MYCL
RP1-118J21.5	RP1-118J21.5
MFSD2A	MFSD2A
RP3-342P20.2	RP3-342P20.2
CAP1	CAP1
PPT1	PPT1
RP11-115D7.3	RP11-115D7.3
RLF	RLF
RNU6-1237P	RNU6-1237P
TMCO2	TMCO2
RP1-39G22.7	RP1-39G22.7
ZMPSTE24	ZMPSTE24
RP1-39G22.4	RP1-39G22.4
COL9A2	COL9A2
RP1-228H13.1	RP1-228H13.1
SMAP2	SMAP2
RP1-228H13.2	RP1-228H13.2
ZFP69B	ZFP69B
RP1-228H13.5	RP1-228H13.5
RP11-656D10.7	RP11-656D10.7
ZFP69	ZFP69
RP11-656D10.3	RP11-656D10.3
EXO5	EXO5
RP11-656D10.5	RP11-656D10.5
RP11-656D10.6	RP11-656D10.6
ZNF684	ZNF684
RP1-63P18.2	RP1-63P18.2
GTF2F2P2	GTF2F2P2
RIMS3	RIMS3
RP4-739H11.3	RP4-739H11.3
NFYC-AS1	NFYC-AS1
NFYC	NFYC
MIR30E	MIR30E
MIR30C1	MIR30C1
KCNQ4	KCNQ4
RN7SL326P	RN7SL326P
CITED4	CITED4
RP5-1066H13.4	RP5-1066H13.4
RP11-348A7.1	RP11-348A7.1
UBE2V1P8	UBE2V1P8
CTPS1	CTPS1
SLFNL1-AS1	SLFNL1-AS1
SLFNL1	SLFNL1
SCMH1	SCMH1
RPL23AP17	RPL23AP17
RP11-399E6.1	RP11-399E6.1
RP11-399E6.2	RP11-399E6.2
FOXO6	FOXO6
RP11-399E6.4	RP11-399E6.4
RNA5SP45	RNA5SP45
EDN2	EDN2
HIVEP3	HIVEP3
RP11-486B10.3	RP11-486B10.3
RP11-486B10.4	RP11-486B10.4
HNRNPFP1	HNRNPFP1
RP11-319C21.1	RP11-319C21.1
GUCA2B	GUCA2B
GUCA2A	GUCA2A
FOXJ3	FOXJ3
RP11-223A3.1	RP11-223A3.1
RIMKLA	RIMKLA
RP11-157D18.2	RP11-157D18.2
ZMYND12	ZMYND12
PPCS	PPCS
CCDC30	CCDC30
RP11-163G10.2	RP11-163G10.2
TMSB4XP1	TMSB4XP1
RNU6-536P	RNU6-536P
RP11-163G10.4	RP11-163G10.4
PPIH	PPIH
RP5-994D16.3	RP5-994D16.3
YBX1	YBX1
CLDN19	CLDN19
P3H1	P3H1
C1orf50	C1orf50
RP5-994D16.12	RP5-994D16.12
RP5-994D16.9	RP5-994D16.9
RP5-994D16.11	RP5-994D16.11
SVBP	SVBP
ERMAP	ERMAP
RP11-342M1.3	RP11-342M1.3
ZNF691	ZNF691
RP11-342M1.7	RP11-342M1.7
RP11-342M1.6	RP11-342M1.6
ATP6V1E1P1	ATP6V1E1P1
SLC2A1	SLC2A1
SLC2A1-AS1	SLC2A1-AS1
RNU6-880P	RNU6-880P
RP3-393B19.1	RP3-393B19.1
FAM183A	FAM183A
EBNA1BP2	EBNA1BP2
CFAP57	CFAP57
RNA5SP46	RNA5SP46
TMEM125	TMEM125
C1orf210	C1orf210
TIE1	TIE1
MPL	MPL
RP1-92O14.3	RP1-92O14.3
CDC20	CDC20
ELOVL1	ELOVL1
MED8	MED8
RP1-92O14.6	RP1-92O14.6
SZT2	SZT2
SZT2-AS1	SZT2-AS1
MIR6735	MIR6735
HYI	HYI
HYI-AS1	HYI-AS1
PTPRF	PTPRF
KDM4A	KDM4A
KDM4A-AS1	KDM4A-AS1
ST3GAL3	ST3GAL3
RP11-184I16.4	RP11-184I16.4
RP11-184I16.3	RP11-184I16.3
MIR6079	MIR6079
SHMT1P1	SHMT1P1
ARTN	ARTN
RP11-7O11.3	RP11-7O11.3
IPO13	IPO13
DPH2	DPH2
ATP6V0B	ATP6V0B
B4GALT2	B4GALT2
CCDC24	CCDC24
SLC6A9	SLC6A9
RP5-1198O20.4	RP5-1198O20.4
RP5-1198O20.5	RP5-1198O20.5
KRT8P47	KRT8P47
RN7SL479P	RN7SL479P
KLF17	KLF17
RP11-570P14.1	RP11-570P14.1
KLF18	KLF18
RP4-675G8.3	RP4-675G8.3
OOSP1P1	OOSP1P1
RP5-891H21.1	RP5-891H21.1
RP5-891H21.5	RP5-891H21.5
DMAP1	DMAP1
ERI3	ERI3
ERI3-IT1	ERI3-IT1
RNU6-369P	RNU6-369P
RNF220	RNF220
MIR5584	MIR5584
TMEM53	TMEM53
C1orf228	ARMH1
RNU5F-1	RNU5F-1
RNU5D-1	RNU5D-1
KIF2C	KIF2C
RP11-269F19.2	RP11-269F19.2
RPS8	RPS8
SNORD55	SNORD55
SNORD46	SNORD46
SNORD38A	SNORD38A
SNORD38B	SNORD38B
RPS15AP11	RPS15AP11
BEST4	BEST4
PLK3	PLK3
TCTEX1D4	TCTEX1D4
BTBD19	BTBD19
PTCH2	PTCH2
RNU5E-6P	RNU5E-6P
RP5-882O7.1	RP5-882O7.1
EIF2B3	EIF2B3
RNA5SP47	RNA5SP47
CCNB1IP1P1	CCNB1IP1P1
RP5-882O7.4	RP5-882O7.4
MRPS17P1	MRPS17P1
HECTD3	HECTD3
UROD	UROD
ZSWIM5	ZSWIM5
OSTCP5	OSTCP5
LINC01144	LINC01144
HPDL	HPDL
MUTYH	MUTYH
TOE1	TOE1
TESK2	TESK2
RP11-291L19.1	RP11-291L19.1
CCDC163P	CCDC163
MMACHC	MMACHC
PRDX1	PRDX1
HMGB1P48	HMGB1P48
AKR1A1	AKR1A1
AL355480.3	AL355480.3
AL355480.1	AL355480.1
NASP	NASP
AL355480.2	AL355480.2
AL355480.4	AL355480.4
CCDC17	CCDC17
GPBP1L1	GPBP1L1
RPS15AP10	RPS15AP10
RP11-767N6.2	RP11-767N6.2
TMEM69	TMEM69
IPP	IPP
RP11-767N6.7	RP11-767N6.7
RP11-630I5.1	RP11-630I5.1
MAST2	MAST2
TMA16P2	TMA16P2
PIK3R3	PIK3R3
RP4-533D7.4	RP4-533D7.4
RP4-533D7.3	RP4-533D7.3
RP4-533D7.5	RP4-533D7.5
TSPAN1	TSPAN1
RP11-322N21.2	RP11-322N21.2
POMGNT1	POMGNT1
LURAP1	LURAP1
RAD54L	RAD54L
LRRC41	LRRC41
UQCRH	UQCRH
NSUN4	NSUN4
RP4-603I14.3	RP4-603I14.3
FAAH	FAAH
FAAHP1	FAAHP1
LINC01398	LINC01398
DMBX1	DMBX1
RP11-49P4.7	RP11-49P4.7
MKNK1-AS1	MKNK1-AS1
KNCN	KNCN
MKNK1	MKNK1
MOB3C	MOB3C
ATPAF1	ATPAF1
NENFP1	NENFP1
TEX38	TEX38
EFCAB14-AS1	EFCAB14-AS1
EFCAB14	EFCAB14
RP11-8J9.5	RP11-8J9.5
CYP4B1	CYP4B1
CYP4Z2P	CYP4Z2P
RP11-346M5.1	RP11-346M5.1
CYP4A11	CYP4A11
CYP4A26P	CYP4A26P
CYP4A43P	CYP4A43P
CYP4A27P	CYP4A27P
CYP4A44P	CYP4A44P
CYP4X1	CYP4X1
CYP4Z1	CYP4Z1
RP11-184J23.2	RP11-184J23.2
CYP4A22-AS1	CYP4A22-AS1
CYP4A22	CYP4A22
MTND1P34	MTND1P34
LINC00853	LINC00853
PDZK1IP1	PDZK1IP1
TAL1	TAL1
RP1-18D14.7	RP1-18D14.7
STIL	STIL
CMPK1	CMPK1
LINC01389	LINC01389
FOXE3	FOXE3
FOXD2-AS1	FOXD2-AS1
FOXD2	FOXD2
RP4-666O22.3	RP4-666O22.3
RPL21P24	RPL21P24
ATP6V0E1P4	ATP6V0E1P4
RP11-543D5.1	RP11-543D5.1
TRABD2B	TRABD2B
RP11-543D5.2	RP11-543D5.2
RP11-330M19.1	RP11-330M19.1
RP4-683M8.2	RP4-683M8.2
RP11-193P11.3	RP11-193P11.3
CYP46A4P	CYP46A4P
SKINT1L	SKINT1L
AL356289.1	AL356289.1
RP5-1024N4.2	RP5-1024N4.2
SLC5A9	SLC5A9
RP5-1024N4.4	RP5-1024N4.4
RP5-1024N4.5	RP5-1024N4.5
SPATA6	SPATA6
PPP1R8P1	PPP1R8P1
RNU6-723P	RNU6-723P
RP11-329A14.1	RP11-329A14.1
RNU4-61P	RNU4-61P
RP11-329A14.2	RP11-329A14.2
AGBL4	AGBL4
BEND5	BEND5
RP11-141A19.1	RP11-141A19.1
RP11-141A19.2	RP11-141A19.2
AGBL4-IT1	AGBL4-IT1
RP5-926E3.1	RP5-926E3.1
ZNF859P	ZNF859P
RP11-93G23.2	RP11-93G23.2
MTND2P29	MTND2P29
ELAVL4	ELAVL4
RP11-492I2.1	RP11-492I2.1
RP11-567C20.2	RP11-567C20.2
RP11-567C20.3	RP11-567C20.3
RP11-183G22.1	RP11-183G22.1
HMGB1P45	HMGB1P45
FCF1P6	FCF1P6
DMRTA2	DMRTA2
FAF1	FAF1
RP5-850O15.3	RP5-850O15.3
RNU6-1026P	RNU6-1026P
PHBP12	PHBP12
MRPS6P2	MRPS6P2
CDKN2C	CDKN2C
MIR4421	MIR4421
MIR6500	MIR6500
C1orf185	C1orf185
CFL1P2	CFL1P2
LINC01562	LINC01562
RNF11	RNF11
RP11-296A18.5	RP11-296A18.5
RP11-296A18.6	RP11-296A18.6
TTC39A	TTC39A
TTC39A-AS1	TTC39A-AS1
EPS15	EPS15
RP11-275F13.3	RP11-275F13.3
RNU6-877P	RNU6-877P
RP11-253A20.1	RP11-253A20.1
RP11-191G24.1	RP11-191G24.1
RNU6-1281P	RNU6-1281P
CALR4P	CALR4P
OSBPL9	OSBPL9
GAPDHP51	GAPDHP51
SLC25A6P3	SLC25A6P3
SNORA26	SNORA26
NRDC	NRDC
RP4-657D16.3	RP4-657D16.3
RP4-657D16.6	RP4-657D16.6
TSEN15P2	TSEN15P2
RAB3B	RAB3B
RNA5SP48	RNA5SP48
RP11-91A18.1	RP11-91A18.1
RN7SL290P	RN7SL290P
TXNDC12	TXNDC12
KTI12	KTI12
RP11-91A18.4	RP11-91A18.4
TXNDC12-AS1	TXNDC12-AS1
BTF3L4	BTF3L4
ZFYVE9	ZFYVE9
RN7SL788P	RN7SL788P
RP4-800M22.1	RP4-800M22.1
RP4-800M22.2	RP4-800M22.2
PDCL3P6	PDCL3P6
RP4-800M22.4	RP4-800M22.4
DNAJC19P7	DNAJC19P7
ANAPC10P1	ANAPC10P1
CC2D1B	CC2D1B
RP11-155O18.6	RP11-155O18.6
PLA2G12AP1	PLA2G12AP1
ORC1	ORC1
PRPF38A	PRPF38A
ZCCHC11	ZCCHC11
RP11-25O10.2	RP11-25O10.2
EEF1GP7	EEF1GP7
GPX7	GPX7
FAM159A	SHISAL2A
COA7	COA7
NDUFS5P3	NDUFS5P3
RN7SL62P	RN7SL62P
ZYG11B	ZYG11B
RNU2-30P	RNU2-30P
RPS13P2	RPS13P2
RNU6-969P	RNU6-969P
ZYG11A	ZYG11A
RP4-631H13.2	RP4-631H13.2
ECHDC2	ECHDC2
RP4-631H13.6	RP4-631H13.6
RP4-631H13.4	RP4-631H13.4
SCP2	SCP2
MIR1273F	MIR1273F
MIR5095	MIR5095
MIR1273G	MIR1273G
RP4-631H13.5	RP4-631H13.5
RP11-334A14.2	RP11-334A14.2
TUBBP10	TUBBP10
AL445183.1	AL445183.1
PODN	PODN
RP11-334A14.5	RP11-334A14.5
HIGD1AP11	HIGD1AP11
SLC1A7	SLC1A7
RP11-334A14.8	RP11-334A14.8
RP5-1024G6.9	RP5-1024G6.9
CPT2	CPT2
RP5-1024G6.2	RP5-1024G6.2
C1orf123	C1orf123
RP5-1024G6.7	RP5-1024G6.7
MAGOH	MAGOH
RP5-1024G6.5	RP5-1024G6.5
LRP8	LRP8
RP4-784A16.1	RP4-784A16.1
RP4-784A16.2	RP4-784A16.2
RP4-784A16.3	RP4-784A16.3
RP4-784A16.4	RP4-784A16.4
RP4-784A16.5	RP4-784A16.5
RP11-117D22.1	RP11-117D22.1
RP11-117D22.2	RP11-117D22.2
SLC25A3P1	SLC25A3P1
DMRTB1	DMRTB1
GLIS1	GLIS1
RNU7-95P	RNU7-95P
NDC1	NDC1
SNORA58	SNORA58
RP4-654H19.2	RP4-654H19.2
YIPF1	YIPF1
DIO1	DIO1
HSPB11	HSPB11
LRRC42	LRRC42
HNRNPA3P12	HNRNPA3P12
LDLRAD1	LDLRAD1
TMEM59	TMEM59
RP4-758J24.6	RP4-758J24.6
TCEANC2	TCEANC2
RP4-758J24.4	RP4-758J24.4
AL353898.1	AL353898.1
RP11-446E24.4	RP11-446E24.4
CDCP2	CDCP2
RP11-446E24.3	RP11-446E24.3
CYB5RL	CYB5RL
MRPL37	MRPL37
SSBP3	SSBP3
SSBP3-AS1	SSBP3-AS1
RP5-997D24.3	RP5-997D24.3
RP4-705F19.1	RP4-705F19.1
RP5-866L20.1	RP5-866L20.1
RP5-866L20.2	RP5-866L20.2
HNRNPA1P63	HNRNPA1P63
ACOT11	ACOT11
FAM151A	FAM151A
RP11-240D10.4	RP11-240D10.4
MROH7	MROH7
MROH7-TTC4	MROH7-TTC4
TTC4	TTC4
PARS2	PARS2
TTC22	TTC22
RP11-67L3.2	RP11-67L3.2
LEXM	LEXM
DHCR24	DHCR24
RP11-67L3.5	RP11-67L3.5
RP11-67L3.4	RP11-67L3.4
TMEM61	TMEM61
RP11-12C17.2	RP11-12C17.2
BSND	BSND
PCSK9	PCSK9
USP24	USP24
RP11-101C11.1	RP11-101C11.1
GYG1P3	GYG1P3
MIR4422	MIR4422
GOT2P1	GOT2P1
RP4-633H17.2	RP4-633H17.2
RN7SKP291	RN7SKP291
RNU6-830P	RNU6-830P
RP11-90C4.1	RP11-90C4.1
RP11-90C4.2	RP11-90C4.2
PIGQP1	PIGQP1
RP11-90C4.3	RP11-90C4.3
RP1-158P9.1	RP1-158P9.1
RPSAP20	RPSAP20
RP11-504A18.1	RP11-504A18.1
RP4-710M16.2	RP4-710M16.2
PLPP3	PLPP3
RPL21P23	RPL21P23
RPL23AP85	RPL23AP85
RP11-377K22.2	RP11-377K22.2
PRKAA2	PRKAA2
C1orf168	FYB2
RP11-378I13.1	RP11-378I13.1
C8A	C8A
C8B	C8B
RP5-1103B4.3	RP5-1103B4.3
DAB1	DAB1
RP6-102O10.1	RP6-102O10.1
RPS20P5	RPS20P5
DAB1-AS1	DAB1-AS1
HNRNPA1P6	HNRNPA1P6
RPS26P15	RPS26P15
RP11-393I23.4	RP11-393I23.4
RP11-393I23.3	RP11-393I23.3
RP11-414C16.1	RP11-414C16.1
OMA1	OMA1
RP4-592A1.4	RP4-592A1.4
RN7SL713P	RN7SL713P
TACSTD2	TACSTD2
RP4-592A1.2	RP4-592A1.2
MYSM1	MYSM1
RP11-63G10.4	RP11-63G10.4
JUN	JUN
LINC01135	LINC01135
RP11-63G10.3	RP11-63G10.3
RP11-63G10.2	RP11-63G10.2
RP4-794H19.1	RP4-794H19.1
LINC01358	LINC01358
PHBP3	PHBP3
RP11-145M4.1	RP11-145M4.1
RP11-145M4.2	RP11-145M4.2
HSD52	HSD52
RP11-467C18.1	RP11-467C18.1
FGGY	FGGY
MIR4711	MIR4711
RP4-782L23.2	RP4-782L23.2
HOOK1	HOOK1
CYP2J2	CYP2J2
RN7SL475P	RN7SL475P
C1orf87	C1orf87
PGBD4P8	PGBD4P8
RP11-575B7.3	RP11-575B7.3
RP11-776H12.1	RP11-776H12.1
RP11-436K8.1	RP11-436K8.1
NFIA	NFIA
NFIA-AS2	NFIA-AS2
RP4-802A10.1	RP4-802A10.1
NFIA-AS1	NFIA-AS1
RP11-430G17.1	RP11-430G17.1
TM2D1	TM2D1
RP11-430G17.3	RP11-430G17.3
PATJ	PATJ
RNU6-414P	RNU6-414P
RNU6-1177P	RNU6-1177P
LAMTOR5P1	LAMTOR5P1
RN7SL180P	RN7SL180P
MIR3116-1	MIR3116-1
MIR3116-2	MIR3116-2
PIGPP2	PIGPP2
RPS15AP7	RPS15AP7
L1TD1	L1TD1
RP5-1155K23.4	RP5-1155K23.4
KANK4	KANK4
RNU6-371P	RNU6-371P
USP1	USP1
DOCK7	DOCK7
RP11-293K19.1	RP11-293K19.1
ANGPTL3	ANGPTL3
RP5-849H19.3	RP5-849H19.3
RP5-849H19.2	RP5-849H19.2
RP11-230B22.1	RP11-230B22.1
ATG4C	ATG4C
RP4-771M4.3	RP4-771M4.3
RP4-771M4.2	RP4-771M4.2
RP11-5P4.1	RP11-5P4.1
RP11-5P4.2	RP11-5P4.2
RP11-5P4.3	RP11-5P4.3
RP11-335E6.2	RP11-335E6.2
LINC00466	LINC00466
RNA5SP49	RNA5SP49
RP11-335E6.3	RP11-335E6.3
RPSAP65	RPSAP65
FOXD3-AS1	FOXD3-AS1
FOXD3	FOXD3
MIR6068	MIR6068
RP4-792G4.3	RP4-792G4.3
ALG6	ALG6
ITGB3BP	ITGB3BP
EFCAB7	EFCAB7
RN7SL488P	RN7SL488P
RNU7-123P	RNU7-123P
DLEU2L	DLEU2L
DLEU2_6	DLEU2_6
DLEU2_5	DLEU2_5
DLEU2_4	DLEU2_4
DLEU2_3	DLEU2_3
DLEU2_2	DLEU2_2
DLEU2_1	DLEU2_1
PGM1	PGM1
RN7SL130P	RN7SL130P
ROR1	ROR1
RP4-597J3.1	RP4-597J3.1
CFL1P3	CFL1P3
RNU6-809P	RNU6-809P
ROR1-AS1	ROR1-AS1
UBE2U	UBE2U
RNU7-62P	RNU7-62P
CACHD1	CACHD1
MIR4794	MIR4794
RAVER2	RAVER2
JAK1	JAK1
RP11-182I10.1	RP11-182I10.1
RP11-182I10.2	RP11-182I10.2
LINC01359	LINC01359
SLC2A3P2	SLC2A3P2
RP4-535B20.4	RP4-535B20.4
RNU6-1176P	RNU6-1176P
MIR3671	MIR3671
MIR101-1	MIR101-1
RP4-535B20.1	RP4-535B20.1
RP4-535B20.2	RP4-535B20.2
MRPS21P1	MRPS21P1
AK4	AK4
RP4-700A9.1	RP4-700A9.1
DNAJC6	DNAJC6
RP5-1044H5.1	RP5-1044H5.1
COX6CP13	COX6CP13
RNU2-15P	RNU2-15P
LEPROT	LEPROT
LEPR	LEPR
RP4-630A11.3	RP4-630A11.3
RP11-430H12.2	RP11-430H12.2
RN7SL854P	RN7SL854P
PDE4B	PDE4B
RP11-397C12.1	RP11-397C12.1
RNU4-88P	RNU4-88P
SGIP1	SGIP1
MIR3117	MIR3117
RP4-598P13.1	RP4-598P13.1
TCTEX1D1	TCTEX1D1
INSL5	INSL5
WDR78	WDR78
RP11-342H21.2	RP11-342H21.2
MIER1	MIER1
SLC35D1	SLC35D1
C1orf141	C1orf141
SNORA31	SNORA31
RP4-547N15.3	RP4-547N15.3
IL23R	IL23R
RNU6-586P	RNU6-586P
RNU4ATAC4P	RNU4ATAC4P
RP11-131O15.2	RP11-131O15.2
IL12RB2	IL12RB2
SERBP1	SERBP1
RNU6-387P	RNU6-387P
RP11-393N21.2	RP11-393N21.2
RNU6-1031P	RNU6-1031P
RP11-393N21.1	RP11-393N21.1
RN7SL392P	RN7SL392P
HNRNPCP9	HNRNPCP9
GADD45A	GADD45A
GNG12	GNG12
RNU7-80P	RNU7-80P
GNG12-AS1	GNG12-AS1
RP4-609E1.2	RP4-609E1.2
DIRAS3	DIRAS3
ARL5AP3	ARL5AP3
WLS	WLS
CTBP2P8	CTBP2P8
MIR1262	MIR1262
RPS7P4	RPS7P4
COX6B1P7	COX6B1P7
TCEB1P18	ELOCP18
RP5-1033K19.2	RP5-1033K19.2
RPE65	RPE65
DEPDC1	DEPDC1
RP4-694A7.2	RP4-694A7.2
